"Subject area","Title","Class code","Start date","End date","Start time","End time","Cost","Duration (days)","Tutor","Venue","Link to Course specifiation","Course description","Credits attached","Language- Level of Study links"
"Art and Art History","Introduction to painting techniques","4702","16/01/2019","20/03/2019","10/01/1900","13.00","180.00","10","Maggie Ramage","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11240","This course introduces the absolute beginners to various water-based painting techniques in translucent and opaque media in simple exercises. The student will learn the differences between watercolour, gouache and acrylic paint, how to use various methods of application and how to gain textural effects in their work. This course will include an introduction to colour mixing. Themes such as landscape, still life and abstract will be considered. Materials are not provided. New students are welcome.","0","N/A"
"Art and Art History","An introduction to portrait drawing in a week","6815","10/06/2019","14/06/2019","10/01/1900","16.00","180.00","5","Maggie Ramage","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11404","This intensive week-long course introduces the absolute beginner to accurate drawing of the human head. You will learn about proportion and perspective, line, tone, texture and colour and how to use various drawing techniques and media. In a series of simple lessons and demonstrations you will learn how to draw the human head from various angles. A small fee will be charged for the model. Materials are not provided.","0","N/A"
"Art and Art History","Learn to draw in a week","9317","03/06/2019","07/06/2019","10/01/1900","16.00","180.00","5","Maggie Ramage","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11243","This week-long course introduces the absolute beginner to ‘seeing’ and drawing accurately. The student will learn how to use a variety of drawing techniques and drawing media and how to use line, tone, texture and colour in a drawing, presented in a series of simple lessons and demonstrations. The course will consider themes such as portraiture and still life in a variety of styles. Materials are not provided.","0","N/A"
"Art and Art History","Learn to paint in a week","11775","17/06/2019","21/06/2019","10/01/1900","16.00","180.00","5","Maggie Ramage","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11242","This is an intensive week-long course for students who have already attended the absolute beginners’ drawing course or for students who have already learned basic drawing skills. And would like to make paintings. Over the week you will learn how to mix colour and how to apply paint. You will learn the difference between using thick opaque paint and translucent paint and the various techniques and styles for each. Possible themes will include still life, landscape, abstract and botanical studies. Materials are not provided.","0","N/A"
"Art and Art History","Introduction to Landscape Painting","9418","18/04/2019","16/05/2019","10/01/1900","13.00","90.00","29","Julie Smith","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11548","This 5 week course provides a practical approach to painting landscapes, and is suitable for both beginners and those who wish to consolidate their existing skills, no matter their preferred medium. Through a variety of demonstrations and lessons we will concentrate on the importance of composition, colour mixing and mark making in landscape painting. Materials are not provided.","0","N/A"
"Art and Art History","Painting landscapes","14019","07/08/2019","07/08/2019","10/01/1900","16.00","40.00","1","Julie Smith","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","N/A","This relaxed and enjoyable day event is for all amateur painters, no matter their preferred medium, who would like gain confidence in their painting technique.  We will concentrate on the importance of shape, colour and texture in landscape painting as well as developing more expressive brushwork and mark making. ","0","N/A"
"Art and Art History","Impressionism 1860-1900","1531","27/09/2018","29/11/2018","10/01/1900","12.00","125.00","64","Helen Sutherland","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11387E","Impressionism is perhaps one of the most famous movements in art history, but how exactly do we define Impressionism? How did it begin? What was it responding to? How did it develop and why did it end? This course will explore not only the art and artists of this movement, but also its social and cultural context, and the ways in which it interlinks with other aspects of nineteenth-century French art to create a nuanced and in-depth picture of this period in art history.","10","N/A"
"Art and Art History","Constable to Cézanne: Painting in Britain and France 1800-1900","1452","25/09/2018","12/03/2019","10/01/1900","12.00","240.00","169","Helen Sutherland","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11390E","Using major artists and art movements – such as John Constable, Paul Cézanne, Vincent van Gogh, the Impressionists, the Pre-Raphaelites – as focal points we will explore the complex and reciprocal relationship between British and French painting in the nineteenth century, as well as the relationships between art and its social and historical contexts.","20","N/A"
"Art and Art History","Burne-Jones: Reactionary or Avant-Garde?","4648","24/11/2018","24/11/2018","10/01/1900","16.00","40.00","1","Helen Sutherland","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","N/A","Burne-Jones's art has often been derided as reactionary and escapist in its depiction of a 'beautiful Romantic dream of something that never was, never shall be', but it can equally be seen as avant-garde in its connections to the European Symbolist movement. We will consider these claims by exploring Burne-Jones's work in the contexts of both British and European art","0","N/A"
"Art and Art History","Remaking Scotland: Enlightenment and the Land of Romance","10252","09/02/2019","09/02/2019","10/01/1900","16.00","£40.00","1","Helen Sutherland","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","N/A","In the late eighteenth-century Scotland shed its backwater status to adopt a central role in European culture, before transforming again into a land of myth and Romance. In response to the 'Remaking of Scotland' exhibition (Scottish National Portrait Gallery, Edinburgh) we will explore these transformations and their shadowy undersides through the work of major Scottish artists.","0","N/A"
"Art and Art History","An introduction to art history: from antiquity to late medieval art","6685","17/04/2019","19/06/2019","14/01/1900","16.00","125.00","64","Elisabetta Toreno","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11467E","This course explores the art of the centuries from c.500BC to c.1400AD, as a way to probe the aesthetic and cultural conditions that laid the foundations of Western European art. Antiquity, Byzantine, Migration Period, Early Medieval and Late Medieval, including Romanesque and Gothic, are the themes of this course, and each lecture dedicates a section to how later times have engaged with the artistic standards of these earlier periods.","10","N/A"
"Art and Art History","Caravaggio to Velázquez: Baroque art in southern Europe","12584","16/01/2019","20/03/2019","14/01/1900","16.00","125.00","64","Elisabetta Toreno","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED2049E","This course investigates Baroque art with special focus on the drama and intensity of its expressions in Italy and Spain, though comparisons with other areas of Europe, such as Portugal and France, will also be considered. The course looks primarily at painting but it will also cover architecture and sculpture. This is illustrated through an assessment of artists such as Caravaggio and Velázquez, and of their legacy. Because of its renowned theatricality, the cultural aspects of this style will be also highlighted. The course offers a comprehensive analysis of the visual feast that is synonymous with Baroque art.","10","N/A"
"Art and Art History","Northern Renaissance Art","3835","26/09/2018","28/11/2018","14/01/1900","16.00","125.00","64","Elisabetta Toreno","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11469E","This course studies the arts of Flanders, Germany and England during the 15th and 16th century, with special emphasis on painting and sculpture dated up to 1603, the year of Queen Elizabeth I’s death. Important components of this course are the investigation of how the term Renaissance is applicable to the artistic styles of these regions during these times, and the extent to which the taste for Gothic survived and was amalgamated within the new Renaissance aesthetic.","10","N/A"
"Art and Art History","Artemisia Gentileschi","2550","18/05/2019","18/05/2019","10/01/1900","16.00","40.00","1","Elisabetta Toreno","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","N/A","This event explores the art of Artemisia Gentileschi (1593-1653). Born in Rome, one of the few female artists of the past to have attained international fame in her own time, she is now considered among the most influential caravaggesque artists. Talented and outspoken in a man’s world, her paintings infused the baroque style with feminine resilience that will be evaluated alone and in comparison with works by other artists from the age of Baroque and later.","0","N/A"
"Art and Art History","Giotto and his Followers","8434","01/12/2018","01/12/2018","10/01/1900","16.00","40.00","1","Elisabetta Toreno","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","N/A","Giotto di Bondone (1267-1337) is one of the most influential artists of the western culture. His paintings, such as the frescoes in the Arena Chapel (Padua), are among UNESCO’s most treasured cultural investments. Giotto offered new ways of looking at pictorial representations. This course studies his body of work, its characteristics, its patronage, its legacy in the fourteenth century and among the artists of the Renaissance, who looked at his art for inspiration.","0","N/A"
"Art and Art History","Painting in Venice in the Sixteenth Century","9893","02/03/2019","02/03/2019","10/01/1900","16.00","40.00","1","Elisabetta Toreno","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","N/A","This event explores Venetian painting in the sixteenth century. By looking at the pictorial styles of artists such as Giorgione, Titian, Tintoretto and Veronese, it evaluates its contribution to the High Renaissance and Mannerism. It also explains how it influenced an artistic taste in areas outside of Italy, such as Spain and Great Britain, at the time and later.","0","N/A"
"Art and Art History","Dutch 17th century painting","13243","17/01/2019","21/03/2019","10/01/1900","12.00","240.00","64","Ailsa Turner","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1026E","The 17th century is regarded as the golden age of Dutch painting. The Dutch succeeded in establishing a Republic, independent of Hapsburg rule. The Dutch economy boomed and the art market flourished. New categories of painting developed, celebrating Dutch pride and achievement and reflecting the ideas and concerns of contemporary society. The artists who produced them were as varied in styles as the subjects they painted. This course will assess the remarkable and influential contribution to European painting made by masters such as Rembrandt, Hals, Vermeer, Ruisdael and others, in the historical context of the new Dutch Republic.","20","N/A"
"Art and Art History","From Courtiers to Colourists: Scottish painting from 1470 to 1920","10273","18/04/2019","20/06/2019","10/01/1900","12.00","125.00","64","Ailsa Turner","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11233","An introduction to the fascinating developments in Scottish painting from the late fifteenth century to the early twentieth century with particular reference to outstanding examples from national and public collections in Edinburgh and Glasgow. Artists featured will include Ramsay, Raeburn, Wilkie, Walton, Pettie and Peploe.","0","N/A"
"Art and Art History","ART OF THE ITALIAN RENAISSANCE","8944","26/09/2018","13/03/2019","10/01/1900","12.00","240.00","169","Ailsa Turner","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1184E","This course provides a broad overview of the main strands of Italian art between c. 1400 and 1527. Focusing on the cities of Florence, Rome and Venice, the series of lectures will account for the development of art in these centres within the wider context of Italian politics, society and culture. Among the many themes highlighted are the role of patronage, the function of works of art and buildings, the techniques and materials used, and Humanism and the revival of the classical tradition. The course as a whole offers an introduction to the discipline of Art History and provides a solid foundation for further study in the field.","20","N/A"
"Art and Art History","A guided tour of the Scottish National Portrait Gallery, Edinburgh","9897","23/02/2019","23/02/2019","10/01/1900","16.00","40.00","1","Ailsa Turner","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","N/A","An opportunity to explore developments in portrait painting in Scotland from the sixteenth to the twentieth centuries in the splendid refurbished Scottish National Portrait Gallery. The day will be divided into three discussion sessions in front of the paintings. Please meet in the main entrance hall of the gallery.","0","N/A"
"Creative Writing","Writing Fiction","10307","16/04/2019","18/06/2019","19/01/1900","21.00","125.00","64","Alan McMunnigall","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11346","This course will focus on the discussion of students' fiction. Literary forms and structures will be discussed. Published work from a range of authors will be studied and students will learn a range of literary techniques that they can develop and employ in their own fiction.","0","N/A"
"Creative Writing","Writing Fiction: The Novel","5264","25/09/2018","27/11/2018","19/01/1900","21.00","125.00","64","Alan McMunnigall","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11344","This course will focus on the discussion of students' fiction with particular emphasis on novel writing. A contemporary novel will be studied and analysed during the course.","0","N/A"
"Creative Writing","Writing Fiction: The Short Story","1643","15/01/2019","19/03/2019","19/01/1900","21.00","125.00","64","Alan McMunnigall","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11345","This course will focus on the discussion of students' writing and will look at a range of approaches to the creation of fiction. Literary techniques will be examined in order for students to use them to develop their own work. The main form discussed will be the short story.","0","N/A"
"Creative Writing","Creative writing: workshop","11946","17/04/2019","19/06/2019","13/01/1900","15.00","125.00","64","Cathy McSporran","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11452","This course will introduce students to writing in prose fiction and poetry. In-class writing exercises and group discussion will enable students to explore various approaches to creative writing. Particular attention will be paid to thematic and structural concerns such as voice and perspective.","0","N/A"
"Creative Writing","Introduction to Creative Writing","7698","27/09/2018","29/11/2018","13/01/1900","15.00","125.00","64","Cathy McSporran","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11337","This course introduces students to a range of techniques and forms in creative writing. Students will have the opportunity to write short stories, novels and non-fiction.","0","N/A"
"Creative Writing","Introduction to Creative Writing","7697","17/01/2019","21/03/2019","13/01/1900","15.00","125.00","64","Cathy McSporran","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11337","This course introduces students to a range of techniques and forms in creative writing. Students will have the opportunity to write short stories, novels and non-fiction.","0","N/A"
"Creative Writing","Introduction to Creative Writing","7696","18/04/2019","20/06/2019","13/01/1900","15.00","125.00","64","Cathy McSporran","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11337","This course introduces students to a range of techniques and forms in creative writing. Students will have the opportunity to write short stories, novels and non-fiction.","0","N/A"
"Creative Writing","Writing Poetry","10275","26/09/2018","28/11/2018","14/01/1900","16.00","125.00","64","Donny O'Rourke","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11336","This course will allow beginners and those already writing poetry to explore the form. Published works will be discussed and students will write and discuss their work in a structured way.","0","N/A"
"Creative Writing","Writing Poetry","10274","16/01/2019","20/03/2019","14/01/1900","16.00","125.00","64","Donny O'Rourke","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11336","This course will allow beginners and those already writing poetry to explore the form. Published works will be discussed and students will write and discuss their work in a structured way.","0","N/A"
"Creative Writing","Introduction to Creative Writing: The Novel","6137","10/07/2019","11/09/2019","19/01/1900","21.00","125.00","64","Pamela  Ross","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11098E","This course uses work group techniques to introduce students to the study and writing of the novel. The issues raised in the group work form the basis for discussion and refinement of writing techniques.","10","N/A"
"Creative Writing","Introduction to Creative Writing: The Short Story","13183","20/04/2019","22/06/2019","10/01/1900","12.30","125.00","64","Pamela  Ross","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11099E","This courses uses work group techniques to introduce students to the study and writing of the short story. The issues raised in the group work form the basis for discussion and refinement of writing techniques.","10","N/A"
"Creative Writing","Writing short stories","6158","26/09/2018","13/03/2019","19/01/1900","21.00","240.00","169","Pamela  Ross","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11424E","This course will help students to explore the short story in terms of story types and structural aspects of the form. Students will have the opportunity to develop their own writing skills through exercises and assignments. Theories of the short story will be considered in order to develop knowledge of story structures and skills vital to constructing successful stories. Critical feedback will be given throughout the course from tutors and in the form of group critiques.","20","N/A"
"Creative Writing","Introducton to Fiction Writing","7156","26/09/2018","28/11/2018","10/01/1900","12.00","125.00","64","Pamela  Ross","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11372","This course for beginners will introduce some of the basic techniques of fiction writing. Discussion will allow students to improve their understanding of fiction and produce writing during the course.","0","N/A"
"Creative Writing","Introducton to Fiction Writing","7155","16/01/2019","20/03/2019","10/01/1900","12.00","125.00","64","Pamela  Ross","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11372","This course for beginners will introduce some of the basic techniques of fiction writing. Discussion will allow students to improve their understanding of fiction and produce writing during the course.","0","N/A"
"Creative Writing","Introducton to Fiction Writing","7154","17/04/2019","19/06/2019","10/01/1900","12.00","125.00","64","Pamela  Ross","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11372","This course for beginners will introduce some of the basic techniques of fiction writing. Discussion will allow students to improve their understanding of fiction and produce writing during the course.","0","N/A"
"Creative Writing","The Novel: Redrafting and Editing","14042","20/04/2019","22/06/2019","14/01/1900","16.00","125.00","64","Pamela  Ross","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11342","How do writers redraft their work? What can we learn from the working methods of novelists when it comes to editing their work. An examination of how first drafts are re-worked and improved as second, third and fourth drafts will allow students to learn practical and valuable editing techniques that will enhance any manuscript. Editing of students' fiction will form the core of this course.","0","N/A"
"Creative Writing","Advanced Fiction Workshop","1660","29/09/2018","16/03/2019","14/01/1900","17.00","480.00","169","Pamela  Ross","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED3025E","This course will build upon work on Level 2 courses in writing fiction. Editing of fiction writing will be considered at an advanced level through workshop critiques of students’ own fiction. Students will progress their writing to a higher level by analysing a range of editing approaches in their own fiction and in the fiction of others. This will allow reflection on practical and technical methods of prose composition, and these discussions will be supported by tutor-led debates on aspects of fiction, including voice, room for the reader, omission, unreliable narration, ironic self-revelation, existentialism, perspective and underlying plot structures. The roles of critique, redrafting and editing in composition will be examined. Students will undertake weekly writing tasks and provide verbal and written feedback on the work of their peers.","40","N/A"
"Creative Writing","Writing Fiction: One week course","10825","09/07/2019","12/07/2019","10/01/1900","16.00","125.00","4","Pamela  Ross","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11348","This course will use group discussion to develop students’ writing skills. Literary texts will be analysed in order to examine writing techniques and students will produce new prose fiction.","0","N/A"
"Creative Writing","Writing fiction: intermediate","8087","24/09/2018","11/03/2019","18/01/1900","21.00","480.00","169","Pamela  Ross","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED2042E","This course will allow students to advance their knowledge of the structures and techniques found in short stories and novels. In turn it will encourage students to apply this knowledge to their own writing. Topics that will be covered include voice, narration, perspective and the structure of the novel. Students will be introduced to theories of writing prose fiction and will gain knowledge of various approaches to editing fiction. Normally only students who have successfully completed 40 credits in Creative Writing will be eligible to take this course. Students are invited to contact the Subject Specialist in Creative Writing to make sure they are at the correct level to take this course.","40","N/A"
"Creative Writing","Writing prose fiction","4985","29/09/2018","16/03/2019","10/01/1900","13.00","480.00","169","Pamela  Ross","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11423E","This course will focus on writing short stories and novels, and students will learn some of the major techniques employed in creating these forms of prose fiction. An introduction to the central elements of fiction, such as narration, story structures, genre and characterisation will be given. Students will gain insight into reading fiction from the point of view of writers, and will be able to engage in discussion from a critical perspective. The course will be based around critiques of published works as well as the works of students. Writing tasks will be assigned to encourage the writing of new prose fiction across a variety of genres.","40","N/A"
"History Politics and International Affairs","Medieval Scotland - Royal burghs and the Church","11020","24/09/2018","26/11/2018","12/01/1900","14.45","125.00","64","Margaret Anderson","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11561","Royal burghs and the Church in diocesan and monastic form were the corporations of their day. Royal burghs also increasingly had a parliamentary role, while the Church was coming under pressure as the Middle Ages progressed. Pilgrimages often tied the two together. Pilgrims contributed to the economies of both the Church and the secular world in which the shrines were set. This course will look at these organisations in the pre-Reformation era (1100-1560).","0","N/A"
"History Politics and International Affairs","Medieval Scotland - Royal burghs and the Church","11019","27/09/2018","29/11/2018","10/01/1900","12.00","125.00","64","Margaret Anderson","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11561","Royal burghs and the Church in diocesan and monastic form were the corporations of their day. Royal burghs also increasingly had a parliamentary role, while the Church was coming under pressure as the Middle Ages progressed. Pilgrimages often tied the two together. Pilgrims contributed to the economies of both the Church and the secular world in which the shrines were set. This course will look at these organisations in the pre-Reformation era (1100-1560).","0","N/A"
"History Politics and International Affairs","Orkney in Scotland","9723","14/01/2019","18/03/2019","12/01/1900","14.45","125.00","64","Margaret Anderson","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11556","By late 15th century Orkney has ceased to be Viking or Norwegian and become Scottish. This course will consider the role of the Stewart Earls, the merchant lairds, fishing, agriculture, and kelp production, the Hudson’s Bay Company, and the impact of both World Wars on Orkney.","0","N/A"
"History Politics and International Affairs","Orkney in Scotland","9722","17/01/2019","21/03/2019","10/01/1900","12.00","125.00","64","Margaret Anderson","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11556","By late 15th century Orkney has ceased to be Viking or Norwegian and become Scottish. This course will consider the role of the Stewart Earls, the merchant lairds, fishing, agriculture, and kelp production, the Hudson’s Bay Company, and the impact of both World Wars on Orkney.","0","N/A"
"History Politics and International Affairs","Slavery in the Americas","12721","15/01/2019","19/03/2019","10/01/1900","12.00","125.00","64","Paula Dumas","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11454E","This course will provide students with an introduction to the history of the transatlantic slave trade and colonial slavery in the Americas. Students will learn about the origins of slavery in the New World, the triangular trade routes, the middle passage, life on the plantation, and the importance of the slave trade and colonial slavery to Europe and America.","10","N/A"
"History Politics and International Affairs","Building a Canadian identity","9243","16/01/2019","20/03/2019","18/01/1900","21.30","240.00","64","Paula Dumas","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED2051E","Discover the history of how Canada became the multicultural country it is today. Students will examine Canada’s place within the wider British Empire, the influence of Scottish immigrants on Canadian culture, and how the nation’s tumultuous relationship with the United States has shaped contemporary Canadian identities.","20","N/A"
"History Politics and International Affairs","Abolishing the British Slave Trade","8192","12/11/2018","12/11/2018","10/01/1900","13.00","25.00","1","Paula Dumas","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","N/A","This half-day course provides an introduction to Britain's role in the transatlantic slave trade and the country's equally important role in abolishing the trade. Students will learn about the popular support and political decisions that helped end the transportation of African people across the Atlantic on British ships.","0","N/A"
"History Politics and International Affairs","How the American War for Independence shaped Canada","9766","30/11/2018","30/11/2018","10/01/1900","13.00","25.00","1","Paula Dumas","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","N/A","This half-day course is an introduction to the history of the United Empire Loyalists in North America. Students will explore the legacies of Americans who fought to remain loyal to the British crown and, upon finding themselves on the losing side of the battle, built the province of Upper Canada (present-day Ontario).","0","N/A"
"History Politics and International Affairs","Nationalism, democracy and self-determination since the French Revolution","4483","25/09/2018","20/01/2019","19/01/1900","21.00","240.00","118","Brian Girvin","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED2052E","The demand for national self-determination has transformed global politics since the 18th century. This course will examine the revolutionary consequences of these changes. It will locate the changes in the emergence of nationalism and democracy and highlight how popular sovereignty became the main source of political legitimacy by the end of the twentieth century. The course will adopt an historical and comparative approach. Beginning with the American and French Revolutions, it will focus on how nationalism and democracy undermined dynastic regimes and colonial empires, while continuously challenging multinational states. Case studies will illustrate specific themes such as secession, partition and conflict between state and nation. The course will explore whether all nations have the right to become states and what conditions might be introduced to facilitate or constrain such a situation.","20","N/A"
"History Politics and International Affairs","Scotland 1567-1707","9413","24/09/2018","26/11/2018","10/01/1900","12.00","125.00","64","Craig Haggart","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11288E","Seventeenth century Scotland was particularly turbulent: an absentee monarch provoked a civil war that resulted in the establishment of a Covenanted theocracy, prompting invasion and incorporation into the republic of the English Commonwealth. The restoration of the Stuarts was followed by the accession of William of Orange and Jacobitism and culminated with parliamentary Union in 1707. We will discuss these and other main features of Scottish history during this period.","10","N/A"
"History Politics and International Affairs","Scotland after the Union 1707-1838","13274","14/01/2019","18/03/2019","10/01/1900","12.00","125.00","64","Craig Haggart","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11289E","The course will examine the social, economic and political history of Scotland from 1707 to 1838. We will identify and analyse the main developments in society and culture in Scotland during this period. Particular focus will be given to agricultural development, industrialisation, urbanisation and the Enlightenment.","10","N/A"
"History Politics and International Affairs","Scotland in the Middle Ages 1124 - 1371","8630","17/01/2019","21/03/2019","19/01/1900","21.30","125.00","64","Craig Haggart","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11473E","Ranging from the accession of David I in 1124 to the death of David II in 1371, this course will consider the impact of David I's feudal and economic innovations. We will also examine the influence of the Church on society and the means by which religion was utilised to political advantage. The territorial expansion of Scotland will be assessed. To what extent did Anglo-Scottish relations vary between the twelfth and fourteenth centuries and why did war break out in 1286? Who was William Wallace? Was Robert Bruce truly the salvation of Scotland? Was the Declaration of Arbroath a heartfelt plea or merely political rhetoric?'","10","N/A"
"History Politics and International Affairs","Scotland under the early Stewart kings 1371-1603","11157","18/04/2019","20/06/2019","19/01/1900","21.30","125.00","64","Craig Haggart","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11426E","The failure of the Bruce line saw the emergence of the Stewarts as Scotland’s royal dynasty. As monarchs, they embraced the Renaissance; entered into regal union with France; endured the Reformation; and entered into regal union with England. Was James I truly a tyrant? Was Mary really the ‘Harlot of Rome’? Was James VI the ‘wisest fool in Christendom’?","10","N/A"
